id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
5778,Johan Gastien,11,918,0,0.06942403875291348,0,0.8968274900689721,4,13,2,0,M,Clermont Foot,0,0.06942403875291348,2.201298451051116,1.9686858784407377
5801,Christopher Operi,12,1012,0,0.36221300531178713,3,1.4022409627214074,7,11,1,0,D,Le Havre,0,0.36221300531178713,2.9371186876669526,2.286500606685877
5958,Oualid El Hajjam,5,97,0,0.014380928128957748,0,0.15430094301700592,1,2,0,0,D S,Le Havre,0,0.014380928128957748,0.20044000446796417,0.04613906145095825
5984,Alexandre Oukidja,16,1367,0,0,0,0,0,0,1,0,GK,Metz,0,0,0.8746282053180039,0.8746282053180039
5998,Christophe Herelle,9,742,0,0.02553609386086464,0,0.06239938363432884,1,1,1,0,D S,Metz,0,0.02553609386086464,0.8889948902651668,0.8889948902651668
6006,Ruben Aguilar,11,956,0,0.7163725160062313,3,2.7171680964529514,7,17,0,0,D,Lens,0,0.7163725160062313,5.237295880913734,2.3730033598840237
6019,Angelo Fulgini,15,828,0,1.8787856940180063,2,2.3519607800990343,27,23,1,0,M S,Lens,0,1.8787856940180063,3.371154833585024,1.1028003199025989
6110,Yvon Mvogo,16,1440,0,0,0,0,0,0,1,0,GK,Lorient,0,0,2.6394329350441694,2.6394329350441694
6238,Ignatius Ganago,6,174,0,0.36266303807497025,0,0.8077720999717712,6,4,0,0,F M S,Nantes,0,0.36266303807497025,1.6561503112316132,0.6963321566581726
6293,Gerzino Nyamsi,13,1092,0,0.24791678227484226,0,0.12601706758141518,7,4,1,0,D,Strasbourg,0,0.24791678227484226,1.6374826915562153,1.516587007790804
6308,Jessy Deminguet,10,594,0,0,0,0.018981382250785828,0,1,1,0,F M S,Strasbourg,0,0,0.17820491269230843,0.1592235304415226
6379,Yoel Armougom,2,6,0,0,0,0.06575267016887665,0,1,0,0,S,Clermont Foot,0,0,0.06575267016887665,0
6500,Romain Perraud,10,120,0,0,0,0.6253761649131775,0,1,1,0,S,Nice,0,0,0.7590286433696747,0.7590286433696747
6501,Andy Pelmard,16,1364,0,0.42860449850559235,0,0.4484809674322605,2,3,1,0,D S,Clermont Foot,0,0.42860449850559235,3.0967492181807756,2.9616692010313272
6709,Yehvann Diouf,16,1440,0,0,0,0,0,0,0,0,GK,Reims,0,0,2.530895685777068,2.530895685777068
6816,Jean-Clair Todibo,14,1235,0,0.6727056615054607,1,0.36259966157376766,6,3,1,1,D,Nice,0,0.6727056615054607,3.8874789141118526,3.7768043391406536
6846,Sofiane Diop,9,484,0,1.1852548029273748,0,0.7088201846927404,12,8,0,0,F M S,Nice,0,1.1852548029273748,2.311308477073908,0.7353029139339924
6903,Matz Sels,16,1440,0,0,0,0.386400431394577,0,1,2,0,GK,Strasbourg,0,0,1.0628277342766523,0.6764272879809141
6904,Ibrahima Sissoko,13,491,0,0.27193210273981094,0,0.1368478024378419,3,5,2,0,M S,Strasbourg,0,0.27193210273981094,2.5509894834831357,2.178175464272499
6923,Mohammed Salisu,2,180,0,0.07376004010438919,0,0.014976912178099155,2,1,1,0,D,Monaco,0,0.07376004010438919,0.3794998675584793,0.34341250360012054
7007,Duje Caleta-Car,8,546,0,0.5440508993342519,0,0.6707832254469395,5,4,1,0,D S,Lyon,0,0.5440508993342519,1.3113764822483063,1.3113764822483063
7151,Thomas Foket,13,1066,0,0.02984059415757656,0,0.9642355982214212,1,8,5,0,D M,Reims,0,0.02984059415757656,4.369152195751667,3.7816470190882683
7265,Kephren Thuram,12,919,0,1.6401671525090933,0,1.564882643520832,18,15,3,0,M S,Nice,0,1.6401671525090933,6.927275694906712,4.745300121605396
7328,Maxence Caqueret,16,1421,0,0.7176584512926638,1,2.8138378504663706,7,30,1,0,M,Lyon,0,0.7176584512926638,5.165017258375883,3.0274402052164078
7355,Paul Akouokou,6,304,0,0.054843299090862274,0,0,2,0,1,0,M S,Lyon,0,0.054843299090862274,0.6231786012649536,0.6231786012649536
7540,Theo Sainte Luce,5,324,0,0.102617047727108,0,0.0902826115489006,2,1,1,0,D S,Montpellier,0,0.102617047727108,0.17367306910455227,0.058863475918769836
7613,Moussa Diarra,14,750,0,0.16486423462629318,1,0.8107916451990604,2,4,2,0,D S,Toulouse,0,0.16486423462629318,2.8801204208284616,2.344243213534355
7614,Lucas Perrin,14,1260,0,0.3148997351527214,1,0.9078214690089226,8,5,3,0,D,Strasbourg,0,0.3148997351527214,4.681134268641472,3.7291603591293097
7736,Brendan Chardonnet,15,1350,0,0.4190960358828306,0,1.2606435902416706,8,6,2,0,D,Brest,0,0.4190960358828306,3.633082240819931,2.945507474243641
7739,Joris Chotard,15,1330,0,0.40596719505265355,2,1.1192403733730316,10,7,4,0,M,Montpellier,0,0.40596719505265355,4.089287390932441,2.6274969689548016
7747,Mama Baldé,10,390,0,1.9555367808789015,0,0.6843287795782089,13,8,1,0,F S,Lyon,0,1.9555367808789015,2.2861318439245224,0.31641194224357605
7763,Fabien Centonze,1,32,0,0,0,0,0,0,0,0,S,Nantes,0,0,0.28574344515800476,0.28574344515800476
7765,Thomas Delaine,14,1107,0,0.6984704034402966,1,2.106505051255226,6,17,2,0,D S,Strasbourg,0,0.6984704034402966,4.37211175262928,2.4628610089421272
7772,Marcin Bulka,16,1440,0,0,0,0,0,0,1,0,GK,Nice,0,0,2.475063744932413,2.475063744932413
7891,Renan Lodi,14,1244,0,0.716683579608798,0,1.239263977855444,6,14,6,0,D,Marseille,0,0.716683579608798,4.840963572263718,3.4815161861479282
7915,Adrien Lebeau,4,20,0,0,1,0.6630993112921715,0,4,0,0,S,Brest,0,0,0.6426568031311035,0.07219740748405457
8049,Jean-Kevin Duverne,10,823,0,0.6208431720733643,0,0.1384443510323763,4,3,3,0,D S,Nantes,0,0.6208431720733643,1.9984132163226604,1.9109246134757996
8094,Mathis Cherki,16,996,0,2.3018437046557665,1,1.7295301984995604,25,19,0,0,F M S,Lyon,0,2.3018437046557665,4.845932226628065,2.1831826362758875
8097,Guillaume Dietsch,1,73,0,0,0,0,0,0,0,0,S,Metz,0,0,0,0
8151,Hianga&#039;a M&#039;Bock,2,5,0,0.0816519558429718,0,0.5329005122184753,1,1,0,0,S,Brest,0,0.0816519558429718,0.6223156675696373,0.007763204630464315
8190,Melvin Bard,16,1345,0,0.07093167956918478,2,2.0953900683671236,4,11,4,0,D,Nice,0,0.07093167956918478,6.085013033822179,5.254071468487382
8200,Logan Costa,16,1357,0,0.5661125630140305,1,0.3215026892721653,7,2,4,0,D S,Toulouse,0,0.5661125630140305,3.3465352784842253,2.9817251432687044
8548,Arnau Tenas,3,259,0,0,0,0,0,0,0,0,GK S,Paris Saint Germain,0,0,0.5169750191271305,0.5169750191271305
8638,Lucas Chevalier,16,1440,0,0,0,0.06780940294265747,0,1,0,0,GK,Lille,0,0,1.8427513018250465,1.774941898882389
8643,Chrislain Matsima,5,293,0,0.16532603278756142,1,0.04629664123058319,2,3,2,0,D S,Monaco,0,0.16532603278756142,0.7430042047053576,0.7255249042063951
8644,Eliot Matazo,6,72,0,0.08698328584432602,1,0.9687121957540512,1,2,2,0,S,Monaco,0,0.08698328584432602,1.2833445854485035,0.22764906473457813
8647,Thibault De Smet,15,1050,0,0.06869208998978138,0,0.32754441909492016,2,8,2,0,D M S,Reims,0,0.06869208998978138,1.941098865121603,1.6980137396603823
8650,Julien Laporte,11,908,0,0.46835022792220116,0,0.044015832245349884,6,1,2,0,D,Lorient,0,0.46835022792220116,1.536051208153367,1.4920353833585978
8651,Enzo Le Fée,14,939,0,0.30419187527149916,0,0.6705841720104218,6,12,1,0,M S,Rennes,0,0.30419187527149916,3.058203846216202,2.6389508862048388
8653,Adrian Grbic,1,28,0,0.11221704632043839,0,0,2,0,0,0,S,Lorient,0,0.11221704632043839,0.1789318472146988,0.11003397405147552
8656,Birger Meling,1,12,0,0.11981295049190521,0,0,1,0,0,0,S,Rennes,0,0.11981295049190521,0.162633016705513,0.042820077389478683
8660,Jordan Lotomba,12,650,0,0.5227956157177687,0,0.7794733494520187,4,5,1,0,D S,Nice,0,0.5227956157177687,2.0401027351617813,1.4480764884501696
8687,Kiki Kouyate,13,1152,0,0.6120491474866867,2,1.5966659225523472,10,5,3,1,D,Montpellier,0,0.6120491474866867,1.44155209697783,1.222631985321641
8691,Saidou Sow,1,21,0,0,0,0,0,0,0,0,S,Strasbourg,0,0,0.06572345644235611,0.06572345644235611
8696,Pape Alassane Gueye,3,16,0,0,0,0,0,0,0,0,S,Marseille,0,0,0.0867236852645874,0.0867236852645874
8702,Tinotenda Kadewere,10,274,0,0.4608597494661808,0,0.25184717774391174,6,6,0,0,F S,Lyon,0,0.4608597494661808,1.2879394255578518,0.7842874936759472
8703,Sinaly Diomande,10,892,0,0.8058434035629034,0,0.39381058141589165,6,3,2,0,D,Lyon,0,0.8058434035629034,1.3209533728659153,1.2120576314628124
8759,David Pereira Da Costa,7,188,0,0.07785087823867798,0,0.0995766706764698,2,2,0,0,M S,Lens,0,0.07785087823867798,0.2978738732635975,0.16264578327536583
8813,Tanguy Coulibaly,1,25,0,0,0,0,0,0,0,0,S,Montpellier,0,0,0,0
8995,Hugo Ekitike,1,8,0,0,0,0.030382072553038597,0,1,0,0,S,Paris Saint Germain,0,0,0.0524059422314167,0.022023867815732956
9060,Danilo Pereira,11,735,0,0.735326673835516,0,0,3,0,1,0,D S,Paris Saint Germain,0,0.735326673835516,3.449019443243742,3.449019443243742
9068,Komnen Andric,4,107,0,0.06314197182655334,0,0.1321961246430874,2,3,0,0,F S,Clermont Foot,0,0.06314197182655334,0.23121491447091103,0.035876818001270294
9092,Marvin Senaya,15,828,0,0.022688861936330795,0,1.2984919622540474,1,11,0,1,D S,Strasbourg,0,0.022688861936330795,3.387317191809416,2.385996237397194
9140,Maxime Busi,3,115,0,0.3641709089279175,0,0.22488996386528015,1,3,1,0,M S,Reims,0,0.3641709089279175,1.1700255572795868,0.5809646844863892
9250,Reda Khadra,11,228,0,0.07844747044146061,0,0.6354238986968994,3,4,0,0,M S,Reims,0,0.07844747044146061,0.936883432790637,0.223012063652277
9279,Krépin Diatta,15,573,0,0.5319396629929543,0,1.090686857700348,6,11,1,0,D M S,Monaco,0,0.5319396629929543,3.652097834274173,2.843884628266096
9317,Oussama Targhaline,3,179,0,0.0384093364700675,0,0.13195885717868805,2,3,2,0,M S,Le Havre,0,0.0384093364700675,0.2953571006655693,0.19558190740644932
9399,Quentin Merlin,14,1125,0,0.4981172690168023,1,1.314326923340559,12,14,0,0,D M S,Nantes,0,0.4981172690168023,5.0745255295187235,4.287277556955814
9491,Warmed Omari,13,1087,0,0.1443227082490921,0,0.1389252208173275,2,3,4,1,D S,Rennes,0,0.1443227082490921,2.431826511397958,2.4106553439050913
9510,Habib Keita,11,498,0,0.21883113775402308,0,0.03562053292989731,9,1,2,0,M S,Clermont Foot,0,0.21883113775402308,2.1124666333198547,1.98383335955441
9514,Antoine Mendy,1,3,0,0,0,0,0,0,0,0,S,Nice,0,0,0.1336524784564972,0.1336524784564972
9523,Andy Diouf,14,733,0,0.579066937789321,0,0.2455960949882865,15,5,1,0,M S,Lens,0,0.579066937789321,4.255068948492408,3.5827376525849104
9562,Sacha Delaye,7,79,0,0.21679194271564484,0,0.10186490416526794,3,2,1,0,S,Montpellier,0,0.21679194271564484,0.3423068970441818,0.023650046437978745
9614,Marco Bizot,16,1440,0,0,0,0.09996840357780457,0,2,2,0,GK,Brest,0,0,1.2562704551964998,1.2030057944357395
9638,Arthur Desmas,16,1440,0,0,0,0.1745983362197876,0,1,1,0,GK,Le Havre,0,0,1.627084756270051,1.4524864200502634
9642,Salis Abdul Samed,16,1163,0,0.8402506019920111,0,0.6497425884008408,5,6,2,0,M S,Lens,0,0.8402506019920111,7.567744363099337,6.135398913174868
9648,Elbasan Rashani,12,507,0,0.7066177055239677,0,0.5423188880085945,6,9,2,0,F M S,Clermont Foot,0,0.7066177055239677,0.8452134095132351,0.3187972903251648
9652,Alidu Seidu,13,1039,0,0.0498376595787704,1,0.7707932302728295,5,5,5,1,D S,Clermont Foot,0,0.0498376595787704,2.3908805968239903,2.304625525139272
9655,Pablo Rosario,14,821,0,0.49755895137786865,0,0.6853081807494164,8,7,1,0,D M S,Nice,0,0.49755895137786865,3.7094630766659975,2.854997742921114
9658,Billal Brahimi,10,144,0,0.10909986309707165,0,0.27799070812761784,3,4,1,0,F S,"Brest,Nice",0,0.10909986309707165,1.1476040296256542,0.9305860605090857
9659,Bradley Locko,16,1440,0,0.16480340342968702,1,0.7752602342516184,6,8,2,0,D,Brest,0,0.16480340342968702,4.201428350992501,3.744637755677104
9661,Igor Silva,3,71,0,0,0,0.08200208842754364,0,1,1,0,S,Lorient,0,0,0.16592945903539658,0.16592945903539658
9670,Léo Leroy,9,127,0,0.6049715280532837,1,0.3313976749777794,1,2,1,0,M S,Montpellier,0,0.6049715280532837,1.5492141023278236,0.8898380771279335
9673,Bilal Nadir,4,10,0,0.08276744186878204,0,0.07328885048627853,1,1,0,0,S,Marseille,0,0.08276744186878204,0.15605629235506058,0.07328885048627853
9699,Bamo Meïté,8,212,0,0.08617095649242401,0,0,1,0,0,0,D S,"Lorient,Marseille",0,0.08617095649242401,0.5046048536896706,0.5046048536896706
9778,Henrique,5,294,0,0.1756676733493805,0,0.014404909685254097,4,1,2,0,D S,Lyon,0,0.1756676733493805,0.6288173124194145,0.4776591304689646
9826,Axel Camblan,5,65,0,0.31964658200740814,0,0.03326454758644104,2,1,2,0,S,Brest,0,0.31964658200740814,0.3047952204942703,0.061330124735832214
9873,Montassar Talbi,16,1440,0,0.6715334309265018,0,0.10367854777723551,4,3,2,0,D,Lorient,0,0.6715334309265018,3.037293992936611,2.9449055418372154
9929,Théo Le Bris,14,631,0,0.6121449926868081,1,0.501896096393466,6,6,0,0,D M S,Lorient,0,0.6121449926868081,2.3507901411503553,1.252700900658965
9931,Lovro Majer,1,12,0,0.042820077389478683,0,0.2584652304649353,1,2,0,0,S,Rennes,0,0.042820077389478683,0.37187138199806213,0.07058607786893845
9944,Gabriel Gudmundsson,9,427,0,0.23303204961121082,0,0.21354959905147552,5,3,1,0,D M S,Lille,0,0.23303204961121082,0.9271204397082329,0.7142039090394974
9963,Maximiliano Caufriez,10,898,0,0.10041424259543419,1,0.1332646608352661,2,7,3,1,D,Clermont Foot,0,0.10041424259543419,1.803999432362616,1.7150214277207851
9978,Azor Matusiwa,14,1214,0,0.4262935081496835,0,0.6284826193004847,9,12,3,0,M,Reims,0,0.4262935081496835,3.81407305970788,3.2125323228538036
10044,Aiman Maurer,4,26,0,0.08540793880820274,0,0,2,0,0,0,S,Clermont Foot,0,0.08540793880820274,0.17527228966355324,0.0898643508553505
10195,Ibrahim Diakité,4,99,0,0,0,0.0980342011898756,0,2,0,0,D S,Reims,0,0,0.4709131345152855,0.3943038582801819
10300,Jeanuël Belocian,12,835,0,0.3740347623825073,0,0.05730936676263809,1,1,0,0,D S,Rennes,0,0.3740347623825073,1.9757277090102434,1.9184183198958635
10302,Danley Jean Jacques,16,1278,0,0.982473230920732,0,0.221071382984519,16,5,0,0,M S,Metz,0,0.982473230920732,1.6420495230704546,0.8077037138864398
10318,Kelvin Yeboah,11,137,0,0.3914715014398098,0,0.18467987701296806,5,4,0,0,S,Montpellier,0,0.3914715014398098,0.691513841971755,0.16292009316384792
10346,Bonke Innocent,3,174,0,0.07072122395038605,0,0.11795753240585327,2,2,1,0,M S,Lorient,0,0.07072122395038605,1.19307741522789,1.1648102402687073
10347,Pablo Pagis,3,175,0,0.10874316096305847,0,0,3,0,1,0,M,Lorient,0,0.10874316096305847,0.08537323027849197,0.023136625066399574
10373,Falaye Sacko,15,1228,0,0.023633526638150215,1,0.3710645101964474,1,7,0,0,D S,Montpellier,0,0.023633526638150215,2.5603229701519012,2.4090475142002106
10375,Enzo Tchato Mbiayi,5,226,0,0.07531761191785336,0,0.025964297354221344,2,1,1,0,D S,Montpellier,0,0.07531761191785336,0.5414668843150139,0.4610981307923794
10381,Ibrahima Koné,1,30,0,0,0,0,0,0,0,0,S,Lorient,0,0,0,0
10389,Fali Candé,14,1015,0,0.5888306023553014,1,0.2218148186802864,8,5,1,0,D S,Metz,0,0.5888306023553014,1.0341322980821133,0.9204572681337595
10390,Ismaël Doukouré,14,1169,0,0.13759016245603561,0,0.17386780492961407,7,7,2,0,D M,Strasbourg,0,0.13759016245603561,2.6148297544568777,2.341552661731839
10527,Carlos Baleba,2,65,0,0.030348950996994972,0,0,2,0,0,0,M S,Lille,0,0.030348950996994972,0.5445556640625,0.5142067074775696
10581,Junior Mwanga,10,693,0,0.2622820269316435,1,0.44644541665911674,5,4,1,0,M S,Strasbourg,0,0.2622820269316435,1.740305583924055,1.5484459698200226
10702,Johann Lepenant,6,251,0,0.08760345168411732,0,0.1649843007326126,4,3,1,0,M S,Lyon,0,0.08760345168411732,0.5954738762229681,0.5186909586191177
10703,Mohamed El Arouch,1,1,0,0,0,0,0,0,0,0,S,Lyon,0,0,0,0
10770,Soungoutou Magassa,11,946,0,0.5773753356188536,0,0.04763702675700188,7,1,3,0,D,Monaco,0,0.5773753356188536,3.846939753741026,3.8323609344661236
10771,Ben Seghir,2,28,0,0.04273248091340065,0,0,1,0,0,0,S,Monaco,0,0.04273248091340065,0.15478851273655891,0.11205603182315826
10780,Mory Diaw,16,1440,0,0,0,0.04598391801118851,0,2,2,0,GK,Clermont Foot,0,0,1.4379136823117733,1.3919297624379396
10782,Neto Borges,12,1080,0,0.33418419398367405,0,1.4853852270171046,9,11,0,1,D,Clermont Foot,0,0.33418419398367405,3.2185802245512605,2.3045293390750885
10787,Mikkel Desler,14,1060,0,0.29834379628300667,1,1.005788678303361,7,6,2,0,D M S,Toulouse,0,0.29834379628300667,2.8452749736607075,2.483103334903717
10791,Stijn Spierings,14,865,0,0.16637888923287392,0,0.2595164915546775,5,6,4,0,M S,"Lens,Toulouse",0,0.16637888923287392,3.6499654166400433,3.3348197378218174
10792,Farès Chaïbi,2,49,0,0,1,0.5024143569171429,0,2,1,0,S,Toulouse,0,0,0.06752050668001175,0.026507822796702385
10795,Denis Genreau,8,435,0,0.3840702474117279,0,0.5338289085775614,2,5,0,0,M S,Toulouse,0,0.3840702474117279,1.6598801128566265,1.0701260082423687
10797,Kévin Biakolo,2,136,0,0,0,0,0,0,0,0,D,Toulouse,0,0,0.6225723624229431,0.6225723624229431
10810,Alexsandro Ribeiro,14,1198,0,1.0141170974820852,0,0.6578846108168364,7,2,3,1,D S,Lille,0,1.0141170974820852,4.122701272368431,4.07818403840065
10811,Ismaily,13,1096,0,0.05002289265394211,1,1.1911696046590805,2,4,0,0,D S,Lille,0,0.05002289265394211,3.450864765793085,2.7246353961527348
10827,Amine Salama,9,189,0,1.2642740793526173,0,0.028323903679847717,5,1,0,0,F S,Reims,0,1.2642740793526173,1.1345387995243073,0.2530813217163086
10835,Achraf Dari,4,117,0,0.04746658727526665,0,0,1,0,0,0,D S,Brest,0,0.04746658727526665,0.05599277466535568,0.05599277466535568
10836,Karamoko Dembele,1,11,0,0,0,0,0,0,0,0,S,Brest,0,0,0,0
10843,Gédéon Kalulu,12,746,0,0.021939823403954506,0,0.11814692616462708,1,3,0,0,D S,Lorient,0,0.021939823403954506,1.9309501200914383,1.9090103060007095
10856,Emmanuel Agbadou,14,1054,0,0.4756705313920975,0,0.08963368833065033,11,3,1,0,D S,Reims,0,0.4756705313920975,2.568908277899027,2.407948464155197
10868,Guela Doué,8,101,0,0.14680272340774536,0,0.10879778303205967,4,3,0,1,D S,Rennes,0,0.14680272340774536,0.33760567009449005,0.14535946771502495
10919,Yanis Begraoui,14,279,0,0.43919466249644756,0,0.1227879673242569,7,1,0,0,F M S,Toulouse,0,0.43919466249644756,0.7774120308458805,0.4157807771116495
